id,title,filtered_words,features,label_index
F024,Aliens Confirmed by Sources,training institution style. technology court ahead huge strategy director. — shocking claims aliens surface internet.,"(10000,[9386],[5.523458920524919])",0.0
F096,Celebrity Scandal Confirmed by Sources,realize former determine simple whether. second true social child individual travel. — shocking claims celebrity scandal surface internet.,"(10000,[4744],[5.523458920524919])",0.0
R247,New Report on Public Health,travel without add. total cause current add sell five seven. eat subject better attorney chance recognize. experts discuss ongoing developments public health.,"(10000,[400],[5.523458920524919])",1.0
F226,Government Cover-Up Confirmed by Sources,kid together discuss of. — shocking claims government cover-up surface internet.,"(10000,[3414],[5.523458920524919])",0.0
F100,Flat Earth Confirmed by Sources,building beyond finish clear commercial big. cost change case until. — shocking claims flat earth surface internet.,"(10000,[8030],[5.523458920524919])",0.0
F246,Government Cover-Up Confirmed by Sources,choose carry prevent federal job. almost draw run themselves. industry better child police force. — shocking claims government cover-up surface internet.,"(10000,[2214],[5.523458920524919])",0.0
F183,Aliens Confirmed by Sources,brother away culture explain all. interesting loss address. — shocking claims aliens surface internet.,"(10000,[9279],[5.523458920524919])",0.0
R063,New Report on Policy,put agent space. page look size anyone born. operation indicate job miss family. experts discuss ongoing developments policy.,"(10000,[9680],[5.523458920524919])",1.0
R005,New Report on Election,history today drug hot year head. use alone well affect provide suggest player. race despite executive wind. experts discuss ongoing developments election.,"(10000,[894],[5.523458920524919])",1.0
R084,New Report on Election,white interest science dog amount clear plan. crime return treat source even american state my. peace candidate glass administration change agree. high ago believe subject. experts discuss ongoing developments election.,"(10000,[9085],[5.523458920524919])",1.0
R124,New Report on Education,kid long draw view home outside live free. understand writer thought car degree rather give something. experts discuss ongoing developments education.,"(10000,[7807],[5.523458920524919])",1.0
R118,New Report on Research,glass page. nature similar go church. experts discuss ongoing developments research.,"(10000,[9411],[5.523458920524919])",1.0
F001,Aliens Confirmed by Sources,place make risk blood use cause. wife despite agree sometimes fall. — shocking claims aliens surface internet.,"(10000,[1443],[5.523458920524919])",0.0
F007,Immortal Jellyfish Confirmed by Sources,threat dinner guy study see necessary could. growth teacher organization southern pretty perform particularly. — shocking claims immortal jellyfish surface internet.,"(10000,[7584],[5.523458920524919])",0.0
F046,Mind Control Confirmed by Sources,recent police modern make product. main discover remain cause near. — shocking claims mind control surface internet.,"(10000,[907],[5.523458920524919])",0.0
R103,New Report on Research,best partner interest financial republican future. movement contain tough walk. experts discuss ongoing developments research.,"(10000,[1052],[5.523458920524919])",1.0
R037,New Report on Budget Report,section cut us. third offer bill memory condition economic. experts discuss ongoing developments budget report.,"(10000,[9184],[5.523458920524919])",1.0
F193,Secret Cure Confirmed by Sources,subject yet provide throughout. floor station theory process. add side soon food film. — shocking claims secret cure surface internet.,"(10000,[7814],[5.523458920524919])",0.0
R166,New Report on Election,north away skin thank data hair. adult receive thought computer talk foot. experts discuss ongoing developments election.,"(10000,[8125],[5.523458920524919])",1.0
F017,Immortal Jellyfish Confirmed by Sources,risk watch someone. north feeling job child beat. sometimes stay thus. system author current. — shocking claims immortal jellyfish surface internet.,"(10000,[6204],[5.523458920524919])",0.0
R008,New Report on Economic Growth,letter head increase arrive process. daughter give civil feel voice walk. experts discuss ongoing developments economic growth.,"(10000,[6344],[5.523458920524919])",1.0
F071,Celebrity Scandal Confirmed by Sources,conference brother build describe year teacher. seat talk catch song individual article. — shocking claims celebrity scandal surface internet.,"(10000,[5873],[5.523458920524919])",0.0
F028,Mind Control Confirmed by Sources,business force activity. hand everybody owner ever fund benefit personal. million stage maybe woman table agreement spring total. — shocking claims mind control surface internet.,"(10000,[3503],[5.523458920524919])",0.0
F227,Immortal Jellyfish Confirmed by Sources,explain usually idea way worry true hospital. national reason hold fast offer surface and. take first sport upon born. — shocking claims immortal jellyfish surface internet.,"(10000,[6017],[5.523458920524919])",0.0
R200,New Report on Public Health,six point clearly bill letter. simple summer across chair contain catch. modern smile fly local. exactly oil anyone more. experts discuss ongoing developments public health.,"(10000,[7043],[5.523458920524919])",1.0
R225,New Report on Climate Change,respond possible buy herself. song particularly trouble police coach west. take five remember mother season. whose continue response determine father safe environmental sister. experts discuss ongoing developments climate change.,"(10000,[9583],[5.523458920524919])",1.0
R062,New Report on Budget Report,money project soldier discover. election run give. worry bit rule nice himself. relate example quickly back let. experts discuss ongoing developments budget report.,"(10000,[1215],[5.523458920524919])",1.0
F033,Hoax Confirmed by Sources,technology ball participant. card finish might agree room seem. — shocking claims hoax surface internet.,"(10000,[1107],[5.523458920524919])",0.0
F012,Hoax Confirmed by Sources,physical check network body. — shocking claims hoax surface internet.,"(10000,[2246],[5.523458920524919])",0.0
R121,New Report on Research,weight role participant opportunity surface. later government finally personal save into. experts discuss ongoing developments research.,"(10000,[543],[5.523458920524919])",1.0
F210,Aliens Confirmed by Sources,international successful little collection prove. perhaps reason add week everything light even. — shocking claims aliens surface internet.,"(10000,[8418],[5.523458920524919])",0.0
F151,Hoax Confirmed by Sources,paper group near business wish while. point perhaps meeting away program. — shocking claims hoax surface internet.,"(10000,[6615],[5.523458920524919])",0.0
F099,Secret Cure Confirmed by Sources,store expect culture. news wind sport father impact huge. — shocking claims secret cure surface internet.,"(10000,[2861],[5.523458920524919])",0.0
R090,New Report on Technology Breakthrough,professional shake visit establish year debate. glass behavior product operation deep. experts discuss ongoing developments technology breakthrough.,"(10000,[7353],[5.523458920524919])",1.0
R125,New Report on Budget Report,central real water stay democrat. idea director none amount small adult. experts discuss ongoing developments budget report.,"(10000,[8796],[5.523458920524919])",1.0
R091,New Report on Climate Change,goal near country yet every standard. certain available risk half. cover nation able. experts discuss ongoing developments climate change.,"(10000,[376],[5.523458920524919])",1.0
R157,New Report on Climate Change,finally western land loss. serve decade father nation. program west system method morning line. experts discuss ongoing developments climate change.,"(10000,[7513],[5.523458920524919])",1.0
F098,Miracle Drug Confirmed by Sources,point high. indeed reach nice experience. parent specific item certainly seat. — shocking claims miracle drug surface internet.,"(10000,[9109],[5.523458920524919])",0.0
F164,Immortal Jellyfish Confirmed by Sources,early source star interesting kitchen scene. produce kitchen smile poor participant story. something eight night law today western term. sister argue easy real fly unit worker find. — shocking claims immortal jellyfish surface internet.,"(10000,[7944],[5.523458920524919])",0.0
R050,New Report on Economic Growth,pass air see. similar thought surface couple tend house wind. dog leg republican manage can. experts discuss ongoing developments economic growth.,"(10000,[7548],[5.523458920524919])",1.0
R249,New Report on Climate Change,much eight group forward us. force play size support bad program. experts discuss ongoing developments climate change.,"(10000,[6665],[5.523458920524919])",1.0
R093,New Report on Election,office. talk without usually bank necessary special particularly himself. cell camera million seven total. experts discuss ongoing developments election.,"(10000,[77],[5.523458920524919])",1.0
R131,New Report on Education,face travel popular assume camera read. material million sort tax service. experts discuss ongoing developments education.,"(10000,[4465],[5.523458920524919])",1.0
F107,Flat Earth Confirmed by Sources,resource anything want receive business scientist particularly. five son someone series. — shocking claims flat earth surface internet.,"(10000,[4946],[5.523458920524919])",0.0
F153,Hoax Confirmed by Sources,gun country mrs. put central model finish. — shocking claims hoax surface internet.,"(10000,[3679],[5.523458920524919])",0.0
F091,Flat Earth Confirmed by Sources,tell standard. type bring strategy. politics young despite executive. — shocking claims flat earth surface internet.,"(10000,[3951],[5.523458920524919])",0.0
R246,New Report on Economic Growth,husband north guy hope hotel. sense protect reflect commercial. experts discuss ongoing developments economic growth.,"(10000,[4229],[5.523458920524919])",1.0
F004,Secret Cure Confirmed by Sources,respond focus discussion subject make. drug right. — shocking claims secret cure surface internet.,"(10000,[9653],[5.523458920524919])",0.0
F220,Celebrity Scandal Confirmed by Sources,sense floor need fund next treat. action billion. — shocking claims celebrity scandal surface internet.,"(10000,[8825],[5.523458920524919])",0.0
F121,Hoax Confirmed by Sources,size food seem oil sense three. — shocking claims hoax surface internet.,"(10000,[3891],[5.523458920524919])",0.0
F245,Mind Control Confirmed by Sources,indeed move imagine woman issue american. director citizen serve near stay range both. seven buy popular. — shocking claims mind control surface internet.,"(10000,[6281],[5.523458920524919])",0.0
R035,New Report on Climate Change,garden cup bring build discussion drop. space reality west offer and. approach attorney girl store shake. experts discuss ongoing developments climate change.,"(10000,[3219],[5.523458920524919])",1.0
R024,New Report on Education,new benefit respond well ever east. buy state board radio card color. experts discuss ongoing developments education.,"(10000,[6838],[5.523458920524919])",1.0
F079,Miracle Drug Confirmed by Sources,control figure artist maintain pretty. coach technology wide civil republican. — shocking claims miracle drug surface internet.,"(10000,[2550],[5.523458920524919])",0.0
R094,New Report on Policy,fill think lead. southern commercial image purpose base teach voice. single. experts discuss ongoing developments policy.,"(10000,[2874],[5.523458920524919])",1.0
R040,New Report on Policy,early center set factor see. experts discuss ongoing developments policy.,"(10000,[3760],[5.523458920524919])",1.0
F170,Immortal Jellyfish Confirmed by Sources,test participant become deal yet. owner month nature arm. — shocking claims immortal jellyfish surface internet.,"(10000,[3974],[5.523458920524919])",0.0
F130,Immortal Jellyfish Confirmed by Sources,perhaps even either. major really could. alone idea member wish type business. concern toward seek fear likely watch worry. — shocking claims immortal jellyfish surface internet.,"(10000,[9416],[5.523458920524919])",0.0
R085,New Report on Economic Growth,anything bad prevent certain. little employee marriage sometimes back first. experts discuss ongoing developments economic growth.,"(10000,[639],[5.523458920524919])",1.0
R054,New Report on Budget Report,present show article cup important concern over. experts discuss ongoing developments budget report.,"(10000,[4842],[5.523458920524919])",1.0
R047,New Report on Technology Breakthrough,together successful everything issue police. professional machine another staff great say weight. experts discuss ongoing developments technology breakthrough.,"(10000,[8703],[5.523458920524919])",1.0
R199,New Report on Economic Growth,necessary professional quickly kitchen wish heart health. hard night mother site base. experts discuss ongoing developments economic growth.,"(10000,[5082],[5.523458920524919])",1.0
F062,Miracle Drug Confirmed by Sources,fire point final black people structure save turn. summer rest north brother. — shocking claims miracle drug surface internet.,"(10000,[3549],[5.523458920524919])",0.0
R244,New Report on Technology Breakthrough,ahead husband painting. beat garden buy box. experts discuss ongoing developments technology breakthrough.,"(10000,[3250],[5.523458920524919])",1.0
R107,New Report on Election,little option raise rate listen. difficult decade type tree pm. send film last discussion cover line. establish even property world often. experts discuss ongoing developments election.,"(10000,[886],[5.523458920524919])",1.0
F148,Aliens Confirmed by Sources,mission force part study us continue term. per name shoulder company section. general watch others process. — shocking claims aliens surface internet.,"(10000,[7126],[5.523458920524919])",0.0
F023,Mind Control Confirmed by Sources,even seven miss money democrat analysis indeed bar. list still reflect property. — shocking claims mind control surface internet.,"(10000,[4446],[5.523458920524919])",0.0
R075,New Report on Budget Report,hard say serious serve describe seven anything. kid adult product evening. experts discuss ongoing developments budget report.,"(10000,[6889],[5.523458920524919])",1.0
R220,New Report on Public Health,respond moment remember buy. building movement mind community school. show bed compare religious. experts discuss ongoing developments public health.,"(10000,[9661],[5.523458920524919])",1.0
R099,New Report on Economic Growth,continue appear sure. seven travel indeed follow. inside run stay. draw surface determine seek artist. experts discuss ongoing developments economic growth.,"(10000,[1066],[5.523458920524919])",1.0
F066,Flat Earth Confirmed by Sources,still commercial old. expert create say. cut newspaper administration thank happy happy mind. — shocking claims flat earth surface internet.,"(10000,[2624],[5.523458920524919])",0.0
F060,Flat Earth Confirmed by Sources,response trip home knowledge cultural evidence. health require party develop fire. — shocking claims flat earth surface internet.,"(10000,[8422],[5.523458920524919])",0.0
F022,Government Cover-Up Confirmed by Sources,majority finally career. support say radio enter. let democrat mind talk carry center. — shocking claims government cover-up surface internet.,"(10000,[4462],[5.523458920524919])",0.0
F127,Mind Control Confirmed by Sources,water southern defense kid. else police treat training guy. — shocking claims mind control surface internet.,"(10000,[2903],[5.523458920524919])",0.0
R212,New Report on Education,see perhaps six contain white. nation administration however candidate thank. experts discuss ongoing developments education.,"(10000,[1704],[5.523458920524919])",1.0
F119,Mind Control Confirmed by Sources,well well design appear. fear still particular from. — shocking claims mind control surface internet.,"(10000,[7656],[5.523458920524919])",0.0
F103,Hoax Confirmed by Sources,central score student education keep. — shocking claims hoax surface internet.,"(10000,[2059],[5.523458920524919])",0.0
F191,Mind Control Confirmed by Sources,card issue challenge truth white policy card response. ability pressure subject room arm hard. — shocking claims mind control surface internet.,"(10000,[3940],[5.523458920524919])",0.0
F002,Mind Control Confirmed by Sources,staff show including establish. hand notice room industry south. rate system research exactly entire financial particular. system record score than. — shocking claims mind control surface internet.,"(10000,[7173],[5.523458920524919])",0.0
R155,New Report on Election,upon seek three deal assume close. soon time thought section. experts discuss ongoing developments election.,"(10000,[9111],[5.523458920524919])",1.0
R006,New Report on Technology Breakthrough,generation i. lose tree almost. experts discuss ongoing developments technology breakthrough.,"(10000,[6791],[5.523458920524919])",1.0
F086,Government Cover-Up Confirmed by Sources,process significant try sound. history step family toward. one laugh light effect night. — shocking claims government cover-up surface internet.,"(10000,[5882],[5.523458920524919])",0.0
R168,New Report on Election,alone relate political. tax act table throughout guy. similar us line. experts discuss ongoing developments election.,"(10000,[1916],[5.523458920524919])",1.0
R077,New Report on Public Health,practice difference blood develop beyond. ground star hundred maintain visit. leg never something. experts discuss ongoing developments public health.,"(10000,[8998],[5.523458920524919])",1.0
F209,Hoax Confirmed by Sources,consider conference. third federal lawyer rather report. free task field. — shocking claims hoax surface internet.,"(10000,[1944],[5.523458920524919])",0.0
R236,New Report on Public Health,specific top table support hit. lose compare behavior her. boy visit argue side win wear. experts discuss ongoing developments public health.,"(10000,[8862],[5.523458920524919])",1.0
F186,Aliens Confirmed by Sources,memory anything game threat subject agree another. black arm least present collection series red. — shocking claims aliens surface internet.,"(10000,[2356],[5.523458920524919])",0.0
R243,New Report on Public Health,third personal day successful coach. network sound least light. experts discuss ongoing developments public health.,"(10000,[2069],[5.523458920524919])",1.0
F094,Immortal Jellyfish Confirmed by Sources,organization nation different modern anything card free. — shocking claims immortal jellyfish surface internet.,"(10000,[3736],[5.523458920524919])",0.0
R032,New Report on Economic Growth,southern forget strong coach score medical. develop instead. apply car simple rather. experts discuss ongoing developments economic growth.,"(10000,[2600],[5.117993812416755])",1.0
R033,New Report on Education,husband outside summer present. quality without left dog plant much your. friend chance safe near. experts discuss ongoing developments education.,"(10000,[6534],[5.523458920524919])",1.0
R045,New Report on Technology Breakthrough,pretty assume use technology company movie. thousand vote give house plan ok action. start history performance improve deep international mr. experts discuss ongoing developments technology breakthrough.,"(10000,[604],[5.523458920524919])",1.0
R116,New Report on Education,time tend need baby church decade. agent success grow democrat note. experts discuss ongoing developments education.,"(10000,[9213],[5.523458920524919])",1.0
F056,Celebrity Scandal Confirmed by Sources,suggest common system cell seven. although reach western area. lot since law threat. small project hot wind camera. — shocking claims celebrity scandal surface internet.,"(10000,[1584],[5.523458920524919])",0.0
R043,New Report on Policy,pass single rise. know energy body account. ago theory dinner late ahead. experts discuss ongoing developments policy.,"(10000,[3574],[5.523458920524919])",1.0
R145,New Report on Economic Growth,away stay recognize maintain. fast economy beat new successful approach. experts discuss ongoing developments economic growth.,"(10000,[9809],[5.523458920524919])",1.0
F200,Secret Cure Confirmed by Sources,bank old sit around television laugh. first southern relationship democrat. — shocking claims secret cure surface internet.,"(10000,[1729],[5.523458920524919])",0.0
F034,Celebrity Scandal Confirmed by Sources,agent capital might while. suddenly party prepare sit. media nature price. — shocking claims celebrity scandal surface internet.,"(10000,[5219],[5.523458920524919])",0.0
F149,Secret Cure Confirmed by Sources,common future probably. person hard safe. — shocking claims secret cure surface internet.,"(10000,[6764],[5.523458920524919])",0.0
F051,Secret Cure Confirmed by Sources,responsibility recognize suggest far concern. possible scene son group which. — shocking claims secret cure surface internet.,"(10000,[7277],[5.523458920524919])",0.0
F089,Flat Earth Confirmed by Sources,interest society pretty we. hope record prepare research ball. huge rich part arrive sing short. — shocking claims flat earth surface internet.,"(10000,[4986],[5.523458920524919])",0.0
F135,Flat Earth Confirmed by Sources,argue investment represent hope area key. prevent particularly art seem reduce such. — shocking claims flat earth surface internet.,"(10000,[7445],[5.523458920524919])",0.0
F088,Government Cover-Up Confirmed by Sources,although western ahead television wall. enter unit final magazine. — shocking claims government cover-up surface internet.,"(10000,[1604],[5.523458920524919])",0.0
R010,New Report on Election,answer card community dog account safe design guess. much success return enough national. experts discuss ongoing developments election.,"(10000,[7693],[5.523458920524919])",1.0
R211,New Report on Policy,view man difference change surface manage. present else right along. apply show civil contain simple speak. experts discuss ongoing developments policy.,"(10000,[4887],[5.117993812416755])",1.0
F204,Miracle Drug Confirmed by Sources,ball across difficult week inside finish. break prove mind fly box risk cause floor. sometimes seek environmental. population else however wonder exactly enjoy design. — shocking claims miracle drug surface internet.,"(10000,[196],[5.117993812416755])",0.0
F168,Miracle Drug Confirmed by Sources,check card dog job design. several health point sea culture year growth. — shocking claims miracle drug surface internet.,"(10000,[9673],[5.523458920524919])",0.0
R011,New Report on Public Health,think tell. generation energy pm politics three trip. experts discuss ongoing developments public health.,"(10000,[8067],[5.523458920524919])",1.0
R232,New Report on Climate Change,join radio quickly decision although issue prevent. nature leader scientist eat growth tv. experts discuss ongoing developments climate change.,"(10000,[7488],[5.523458920524919])",1.0
R042,New Report on Public Health,central push. decision face education rest race study. major democrat camera air fast interesting. water reflect unit maybe. experts discuss ongoing developments public health.,"(10000,[2942],[5.523458920524919])",1.0
F182,Hoax Confirmed by Sources,lot smile like agency smile. social next wish record. — shocking claims hoax surface internet.,"(10000,[2986],[5.523458920524919])",0.0
F036,Miracle Drug Confirmed by Sources,source recognize lose wish. music foot important produce increase. — shocking claims miracle drug surface internet.,"(10000,[6806],[5.523458920524919])",0.0
F068,Secret Cure Confirmed by Sources,identify exist writer size play. throughout agreement western away spring risk across. — shocking claims secret cure surface internet.,"(10000,[7663],[5.523458920524919])",0.0
R015,New Report on Election,issue final military idea everyone. ability onto water enjoy structure appear. discussion road lose more. experts discuss ongoing developments election.,"(10000,[478],[5.523458920524919])",1.0
R147,New Report on Climate Change,wear right form hour account word best. assume item economic. experts discuss ongoing developments climate change.,"(10000,[882],[5.523458920524919])",1.0
F198,Government Cover-Up Confirmed by Sources,property deep decision fly value. quality evidence late drive benefit garden. continue produce four government. — shocking claims government cover-up surface internet.,"(10000,[1055],[5.523458920524919])",0.0
R081,New Report on Climate Change,likely able ready ground force serve system. move time every past use. participant interview build soon smile. experts discuss ongoing developments climate change.,"(10000,[5331],[5.523458920524919])",1.0
F050,Aliens Confirmed by Sources,evening increase perhaps visit huge level culture. work college smile make human hour. — shocking claims aliens surface internet.,"(10000,[1311],[5.523458920524919])",0.0
F162,Celebrity Scandal Confirmed by Sources,toward impact tv rich right chair short. actually require worker understand store travel. wind address station much. — shocking claims celebrity scandal surface internet.,"(10000,[3912],[5.523458920524919])",0.0
R028,New Report on Technology Breakthrough,build certainly. manager pm street parent production side boy. experts discuss ongoing developments technology breakthrough.,"(10000,[4863],[5.523458920524919])",1.0
R195,New Report on Budget Report,especially ready plant network board. page among huge short. guess ask actually around box few. experts discuss ongoing developments budget report.,"(10000,[6151],[5.523458920524919])",1.0
F116,Aliens Confirmed by Sources,plant seek little evidence choose red. however authority lay relate spring audience direction. — shocking claims aliens surface internet.,"(10000,[8887],[5.523458920524919])",0.0
R018,New Report on Research,condition increase result school. build. every act red house. win throw feel film. experts discuss ongoing developments research.,"(10000,[5969],[5.523458920524919])",1.0
F073,Immortal Jellyfish Confirmed by Sources,last staff south ball whole relate voice. — shocking claims immortal jellyfish surface internet.,"(10000,[5493],[5.523458920524919])",0.0
F059,Miracle Drug Confirmed by Sources,nation evidence firm laugh. — shocking claims miracle drug surface internet.,"(10000,[5338],[5.523458920524919])",0.0
R078,New Report on Budget Report,family live. civil international american interesting create per happen. thing wrong top. experts discuss ongoing developments budget report.,"(10000,[5546],[5.117993812416755])",1.0
F216,Secret Cure Confirmed by Sources,behind end per care serve arrive stock. lead child attorney amount. — shocking claims secret cure surface internet.,"(10000,[1047],[5.523458920524919])",0.0
F206,Celebrity Scandal Confirmed by Sources,mouth physical success picture feel voice. fly gas race have. — shocking claims celebrity scandal surface internet.,"(10000,[3894],[5.523458920524919])",0.0
R036,New Report on Research,mr fund inside. growth kid clearly stuff address outside notice. since street production father else visit. experts discuss ongoing developments research.,"(10000,[8341],[5.523458920524919])",1.0
F104,Aliens Confirmed by Sources,administration enough oil move far. enough cold religious worker. — shocking claims aliens surface internet.,"(10000,[8949],[5.523458920524919])",0.0
F000,Hoax Confirmed by Sources,arm candidate. — shocking claims hoax surface internet.,"(10000,[3326],[5.523458920524919])",0.0
R136,New Report on Education,table suddenly face quickly admit letter. morning hold author question out. experts discuss ongoing developments education.,"(10000,[7454],[5.523458920524919])",1.0
F019,Immortal Jellyfish Confirmed by Sources,call later management million relate yes. happy everyone purpose. thus born brother parent. — shocking claims immortal jellyfish surface internet.,"(10000,[1092],[5.523458920524919])",0.0
R012,New Report on Technology Breakthrough,society suddenly eat deal. experts discuss ongoing developments technology breakthrough.,"(10000,[288],[5.523458920524919])",1.0
R052,New Report on Education,top smile painting information city. peace add lot peace. experts discuss ongoing developments education.,"(10000,[8017],[5.523458920524919])",1.0
R123,New Report on Climate Change,data mother read tell him. majority sign order decade bank than. experts discuss ongoing developments climate change.,"(10000,[4317],[5.523458920524919])",1.0
F040,Government Cover-Up Confirmed by Sources,college shake bag look whose eye. decade art month. free technology town baby almost. — shocking claims government cover-up surface internet.,"(10000,[737],[5.523458920524919])",0.0
R160,New Report on Climate Change,key pattern talk glass goal. experts discuss ongoing developments climate change.,"(10000,[1837],[5.523458920524919])",1.0
F067,Immortal Jellyfish Confirmed by Sources,stop authority later operation great. personal yard rich. garden although fine type first. — shocking claims immortal jellyfish surface internet.,"(10000,[1769],[5.523458920524919])",0.0
R069,New Report on Research,finally man college theory dog. movement marriage difficult might inside religious ball. ground key fire. experts discuss ongoing developments research.,"(10000,[2600],[5.117993812416755])",1.0
F160,Mind Control Confirmed by Sources,score hope chance. room traditional feeling score man. never vote feeling cup method art college. — shocking claims mind control surface internet.,"(10000,[8804],[5.523458920524919])",0.0
F053,Hoax Confirmed by Sources,good rest vote discover child suggest. risk analysis course medical room center. everyone eye single. — shocking claims hoax surface internet.,"(10000,[7477],[5.523458920524919])",0.0
R074,New Report on Education,tree you. agency also scientist anyone population join. experts discuss ongoing developments education.,"(10000,[9691],[5.523458920524919])",1.0
R007,New Report on Election,white actually police spend wide skin for. response stand heavy view local. experts discuss ongoing developments election.,"(10000,[6946],[5.117993812416755])",1.0
R119,New Report on Climate Change,general statement already. particularly participant yes seem. experts discuss ongoing developments climate change.,"(10000,[8321],[5.523458920524919])",1.0
R087,New Report on Budget Report,win house different effort difference marriage. free movie create number. yes stuff another. experts discuss ongoing developments budget report.,"(10000,[7932],[5.523458920524919])",1.0
F145,Miracle Drug Confirmed by Sources,free western appear learn civil manager more. year return view nothing floor. bed note tonight interesting police. — shocking claims miracle drug surface internet.,"(10000,[3689],[5.523458920524919])",0.0
R065,New Report on Budget Report,drug town thus. green final parent scene rich find employee. experts discuss ongoing developments budget report.,"(10000,[7816],[5.523458920524919])",1.0
R208,New Report on Budget Report,task early human feel though. positive teach inside bring try go church. conference help security available picture decide. experts discuss ongoing developments budget report.,"(10000,[8512],[5.523458920524919])",1.0
R048,New Report on Budget Report,certainly month number attorney rise however. story wall know television mother. experts discuss ongoing developments budget report.,"(10000,[1481],[5.523458920524919])",1.0
F076,Aliens Confirmed by Sources,discover former security analysis strong. fast oil really reason. — shocking claims aliens surface internet.,"(10000,[3535],[5.523458920524919])",0.0
R019,New Report on Policy,stay available street degree. course deep life learn believe. condition newspaper film account character recently. experts discuss ongoing developments policy.,"(10000,[1367],[5.523458920524919])",1.0
F115,Immortal Jellyfish Confirmed by Sources,appear blue face. news activity individual upon. mother consumer country either. — shocking claims immortal jellyfish surface internet.,"(10000,[4553],[5.523458920524919])",0.0
R031,New Report on Education,north issue face visit gas behavior. thousand decade single. score scientist class half art hospital. experts discuss ongoing developments education.,"(10000,[8890],[5.523458920524919])",1.0
R190,New Report on Research,current establish term agreement. result almost reflect. experts discuss ongoing developments research.,"(10000,[104],[5.523458920524919])",1.0
F057,Mind Control Confirmed by Sources,truth trouble heart study personal face way. well already meet. — shocking claims mind control surface internet.,"(10000,[6476],[5.523458920524919])",0.0
